iter	RMSE
388	11.07675192
389	11.07020314
390	11.0574845
391	11.04480733
392	11.03621036
393	11.03202994
394	11.02819051
395	11.02632422
396	11.00968109
397	11.0027703
398	10.99921084
399	10.98868132
400	10.97980637
401	10.9764886
402	10.96366525
403	10.95732018
404	10.93513853
405	10.91982712
406	10.91667362
407	10.91495437
408	10.91055726
409	10.89830454
410	10.88945919
411	10.8798516
412	10.86214717
413	10.85004381
414	10.84304925
415	10.84035249
416	10.82643901
417	10.8173985
418	10.80837479
419	10.79037432
420	10.78809772
421	10.78478737
422	10.76352162
423	10.75723423
424	10.7402101
425	10.72602082
426	10.71879622
427	10.70798711
428	10.69364743
429	10.67791444
430	10.668113
431	10.65865324
432	10.64940309
433	10.64082822
434	10.63784139
435	10.62149655
436	10.60811296
437	10.60067625
438	10.58999985
439	10.58393346
440	10.57775746
441	10.57679351
442	10.57191253
443	10.5617673
444	10.55978807
445	10.55608578
446	10.55445951
447	10.54297941
448	10.53857776
449	10.53250579
450	10.52001416
451	10.51744646
452	10.50355556
453	10.49313103
454	10.48459173
455	10.48126455
456	10.47082548
457	10.45446823
458	10.44689956
459	10.43270895
460	10.42575515
461	10.41852066
462	10.40964204
463	10.3929715
464	10.38748342
465	10.38066316
466	10.37318537
467	10.36281424
468	10.34942297
469	10.34422934
470	10.34127066
471	10.33251846
472	10.3277317
473	10.31705267
474	10.30893555
475	10.30353534
476	10.29479041
477	10.28381833
478	10.27202482
479	10.26188739
480	10.25694
481	10.24234824
482	10.23784406
483	10.23134946
484	10.22786233
485	10.22426795
486	10.22029247
487	10.20900226
488	10.20677306
489	10.19516691
490	10.18680725
491	10.18374768
492	10.17946116
493	10.1734208
494	10.1662357
495	10.16376317
496	10.15714437
497	10.15293467
498	10.14637142
499	10.14345897
500	10.14155142
501	10.12269709
502	10.10636819
503	10.09526581
504	10.09295628
505	10.08635041
506	10.07800683
507	10.07212024
508	10.06728974
509	10.05710397
510	10.04977756
511	10.04472211
512	10.03594349
513	10.03258908
514	10.03031379
515	10.0196385
516	10.01296159
517	10.0003869
518	9.985861499
519	9.984259756
520	9.980907782
521	9.96328951
522	9.953409911
523	9.943755829
524	9.922870118
525	9.919852828
526	9.917112725
527	9.908677559
528	9.891977725
529	9.87630816
530	9.862733787
531	9.859092022
532	9.855776203
533	9.846173884
534	9.837450969
535	9.816345188
536	9.808094439
537	9.79878257
538	9.789437202
539	9.772159607
540	9.765240858
541	9.755000492
542	9.744925384
543	9.743653084
544	9.741669459
545	9.73935043
546	9.730085289
547	9.716616219
548	9.704262438
549	9.698024637
550	9.689370528
551	9.687255838
552	9.668409823
553	9.658023314
554	9.652608704
555	9.64175909
556	9.632813069
557	9.627109188
558	9.617606077
559	9.609371574
560	9.592561372
561	9.584815802
562	9.580588862
563	9.566530677
564	9.551188523
565	9.545010911
566	9.542002107
567	9.538574126
568	9.532305288
569	9.525125253
570	9.516034406
571	9.507853201
572	9.506700676
573	9.502769834
574	9.486336536
575	9.479483751
576	9.472687054
577	9.459595488
578	9.453799701
579	9.451002148
580	9.444371717
581	9.442187349
582	9.433925734
583	9.431183058
584	9.427194198
585	9.42217914
586	9.416392006
587	9.410038118
588	9.400128561
589	9.393694532
590	9.38977546
591	9.385636043
592	9.383030621
593	9.37794837
594	9.364959538
595	9.35993441
596	9.356058631
597	9.35449397
598	9.345138993
599	9.339286142
600	9.332055784
601	9.324544101
602	9.322003411
603	9.315693398
604	9.302181301
605	9.289299634
606	9.278678634
607	9.269351491
608	9.261493515
609	9.250607945
610	9.247786642
611	9.237826792
612	9.22732806
613	9.217771086
614	9.216474638
615	9.206966221
616	9.193882816
617	9.185478777
618	9.176691199
619	9.165815249
620	9.163132942
621	9.157454785
622	9.146586292
623	9.136558658
624	9.134457228
625	9.126251647
626	9.123904859
627	9.112991755
628	9.110545602
629	9.100371373
630	9.093808731
631	9.090002913
632	9.081526323
633	9.071684225
634	9.066313738
635	9.064517059
636	9.05275149
637	9.046133178
638	9.033044887
639	9.02002226
640	9.018062808
641	9.01204004
642	9.00623196
643	9.004699929
644	8.994383803
645	8.990144754
646	8.981392083
647	8.972526784
648	8.966486369
649	8.955963354
650	8.944298683
651	8.931693474
652	8.920434629
653	8.912594055
654	8.911128295
655	8.906164877
656	8.903033534
657	8.894269856
658	8.885188058
659	8.883456198
660	8.870183153
661	8.869140804
662	8.865067119
663	8.858461637
664	8.855749786
665	8.84652452
666	8.84147555
667	8.837843879
668	8.832789639
669	8.822327099
670	8.815138084
671	8.807309523
672	8.800659516
673	8.79328911
674	8.791452524
675	8.779813397
676	8.768571489
677	8.76298083
678	8.756858358
679	8.747963294
680	8.745703569
681	8.739371282
682	8.734121934
683	8.725922825
684	8.717898054
685	8.714846739
686	8.709847503
687	8.708524177
688	8.70732368
689	8.698760588
690	8.693103689
691	8.686108965
692	8.684706398
693	8.675175918
694	8.665076918
695	8.655313392
696	8.653522387
697	8.646955782
698	8.638395424
699	8.635810176
700	8.629841815
701	8.624204641
702	8.622813425
703	8.61917174
704	8.616261648
705	8.605022
706	8.603246929
707	8.590003471
708	8.587154298
709	8.585768591
710	8.584419512
711	8.576115592
712	8.57480877
713	8.565128693
714	8.558441425
715	8.551804939
716	8.547242701
717	8.536973192
718	8.526093218
719	8.525177227
720	8.51610925
721	8.514335764
722	8.512095618
723	8.510042963
724	8.504539305
725	8.497246125
726	8.495226198
727	8.489639262
728	8.480344578
729	8.47555482
730	8.471856243
731	8.470768361
732	8.460478699
733	8.451186817
734	8.44931229
735	8.447628338
736	8.441444813
737	8.438141057
738	8.436729645
739	8.434783903
740	8.423381062
741	8.407922654
742	8.403924459
743	8.400644105
744	8.399536753
745	8.3986944
746	8.397535938
747	8.396712423
748	8.389021532
749	8.381969833
750	8.378455238
751	8.370619036
752	8.363701741
753	8.358721289
754	8.354771961
755	8.351571371
756	8.343466035
757	8.33953356
758	8.337929587
759	8.337044527
760	8.333194546
761	8.325056374
762	8.316027299
763	8.310028241
764	8.302600723
765	8.297247464
766	8.285623476
767	8.282685607
768	8.280967851
769	8.274737485
770	8.272714187
771	8.259245435
772	8.24944084
773	8.246158497
774	8.243439435
775	8.241634293
776	8.226909914
777	8.225903527
778	8.224526275
779	8.213734289
780	8.213050781
781	8.211259515
782	8.209579196
783	8.207509699
784	8.198096114
785	8.192798006
786	8.191458981
787	8.185044657
788	8.180112951
789	8.169342513
790	8.166029401
791	8.158669147
792	8.151893272
793	8.146376626
794	8.142468812
795	8.1412701
796	8.128515061
797	8.122030927
798	8.114631244
799	8.11373328
800	8.110682088
801	8.103864271
802	8.095588015
803	8.093154874
804	8.090198853
805	8.085754225
806	8.078627192
807	8.073774176
808	8.069115203
809	8.067653865
810	8.0635344
811	8.052835579
812	8.043280013
813	8.041757303
814	8.03181824
815	8.026762741
816	8.022263756
817	8.010545961
818	8.00472362
819	8.003530754
820	8.000615044
821	7.995325113
822	7.986945833
823	7.981166758
824	7.974225606
825	7.971867343
826	7.971100138
827	7.965952318
828	7.963562832
829	7.961911841
830	7.953388666
831	7.949775891
832	7.941635954
833	7.934810421
834	7.93372568
835	7.928506822
836	7.922218525
837	7.915534911
838	7.910547822
839	7.902915663
840	7.894491354
841	7.89305046
842	7.8867908
843	7.885676932
844	7.878346285
845	7.870304228
846	7.86634943
847	7.859975753
848	7.853600055
849	7.852355527
850	7.851308634
851	7.850018538
852	7.844006477
853	7.835911582
854	7.834594645
855	7.827876199
856	7.820765125
857	7.815407751
858	7.810673978
859	7.806114158
860	7.797835325
861	7.78764948
862	7.785928669
863	7.782204906
864	7.775423999
865	7.771064506
866	7.767371568
867	7.762320311
868	7.755708934
869	7.753032091
870	7.7469039
871	7.73829575
872	7.736162432
873	7.734811209
874	7.730988379
875	7.722124024
876	7.721399838
877	7.716262917
878	7.710208988
879	7.705758131
880	7.696366333
881	7.69489465
882	7.690240448
883	7.688056733
884	7.687466499
885	7.683455745
886	7.682498085
887	7.681660955
888	7.672044086
889	7.664742038
890	7.662797759
891	7.656840056
892	7.650526492
893	7.644042647
894	7.637783926
895	7.636591154
896	7.629565238
897	7.623947372
898	7.623135802
899	7.621964686
900	7.620233118
901	7.615491716
902	7.610886924
903	7.610252315
904	7.601561431
905	7.593682914
906	7.582370955
907	7.58123644
908	7.580156794
909	7.570496909
910	7.558173459
911	7.551252768
912	7.54746946
913	7.544176095
914	7.537098793
915	7.533073007
916	7.522807639
917	7.516115114
918	7.51326652
919	7.511406188
920	7.506620766
921	7.505705358
922	7.502986437
923	7.501707039
924	7.493078683
925	7.489414949
926	7.488445382
927	7.481552393
928	7.473063434
929	7.466666685
930	7.46563677
931	7.462934014
932	7.455919961
933	7.448883197
934	7.4480899
935	7.43977234
936	7.438730204
937	7.432417424
938	7.425923775
939	7.420403122
940	7.412721746
941	7.408052935
942	7.401198517
943	7.397363224
944	7.388063339
945	7.382231947
946	7.381201202
947	7.374065852
948	7.369050018
949	7.364689527
950	7.359111996
951	7.357207347
952	7.353254447
953	7.352137204
954	7.346260199
955	7.342523472
956	7.341153074
957	7.333673159
958	7.331230048
959	7.325906781
960	7.324850079
961	7.317488192
962	7.316659815
963	7.314457448
964	7.31224348
965	7.308818873
966	7.306723767
967	7.294701381
968	7.286857614
969	7.284416454
970	7.273533916
971	7.272863054
972	7.265684142
973	7.264786186
974	7.256878824
975	7.25544805
976	7.253781652
977	7.248661986
978	7.239498991
979	7.233825311
980	7.232568758
981	7.228379301
982	7.226327605
983	7.224851643
984	7.215090818
985	7.208357379
986	7.202933011
987	7.202300203
988	7.193495244
989	7.192720529
990	7.188662724
991	7.187289218
992	7.183299316
993	7.177864654
994	7.176007534
995	7.16680214
996	7.157335635
997	7.152782557
998	7.150050762
999	7.148886008
